annotator_id,method,sample_id,dataset,model,capability,input_text,expected_label,predicted_label,failure_reason,report_text,correctness_1_to_5,understandability_1_to_5,usefulness_1_to_5,actionability_1_to_5,comments
A2,CheckList + Counterfactual,snli_bench_0235,snli,distilbert,semantic_role_sensitivity,A man rides a kicking bull in a bullpen. [SEP] The man is in a competition for bullriding.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: A man rides a kicking bull in a bullpen. [SEP] The man is in a competition for bullriding.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tin:0.22, dating:0.22, der:0.17, experience:0.14, using:0.06.","X-CheckList report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""tin"", 0.22440877452239852], [""dating"", 0.21565357490089107], [""der"", 0.1745055946761296], [""experience"", 0.14054826380823376], [""using"", 0.06193971812659985], [""your"", 0.05978501857870712], [""for"", 0.04795550712486194], [""how"", 0.04127148872343661], [""was"", 0.03393205953874151]]. Counterfactual evidence: counterfactual predicted label=NOT_EQUIVALENT, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tin:0.22, dating:0.22, der:0.17, experience:0.14, using:0.06.",,,,,
A2,X-CheckList,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tin:0.22, dating:0.22, der:0.17, experience:0.14, using:0.06.","X-CheckList report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""tin"", 0.22440877452239852], [""dating"", 0.21565357490089107], [""der"", 0.1745055946761296], [""experience"", 0.14054826380823376], [""using"", 0.06193971812659985], [""your"", 0.05978501857870712], [""for"", 0.04795550712486194], [""how"", 0.04127148872343661], [""was"", 0.03393205953874151]]. Counterfactual evidence: counterfactual predicted label=NOT_EQUIVALENT, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tin:0.22, dating:0.22, der:0.17, experience:0.14, using:0.06.",,,,,
A1,Standard CheckList,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,N/A,"Standard CheckList report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,N/A,"Standard CheckList report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,N/A,"CheckList + Attribution report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""tin"", 0.22440877452239852], [""dating"", 0.21565357490089107], [""der"", 0.1745055946761296], [""experience"", 0.14054826380823376], [""using"", 0.06193971812659985], [""your"", 0.05978501857870712], [""for"", 0.04795550712486194], [""how"", 0.04127148872343661], [""was"", 0.03393205953874151]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,N/A,"CheckList + Attribution report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""tin"", 0.22440877452239852], [""dating"", 0.21565357490089107], [""der"", 0.1745055946761296], [""experience"", 0.14054826380823376], [""using"", 0.06193971812659985], [""your"", 0.05978501857870712], [""for"", 0.04795550712486194], [""how"", 0.04127148872343661], [""was"", 0.03393205953874151]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,N/A,"CheckList + Counterfactual report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. The counterfactual prediction was NOT_EQUIVALENT, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,qqp_bench_0133,qqp,bert,semantic_equivalence,How was your tinder experience? [SEP] How was your experience using Tinder for dating?,EQUIVALENT,NOT_EQUIVALENT,N/A,"CheckList + Counterfactual report: Dataset: qqp. Model: bert. Capability: semantic_equivalence. Relation: invariance. Input: How was your tinder experience? [SEP] How was your experience using Tinder for dating?. Expected label: EQUIVALENT. Predicted label: NOT_EQUIVALENT. The counterfactual prediction was NOT_EQUIVALENT, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_lex_0001,mnli,bert,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,ENTAILMENT,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.78, CS=0.97; top tokens: boy:0.33, girl:0.24, helping:0.22, the:0.13, is:0.08.","X-CheckList report: Dataset: mnli. Model: bert. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. Attribution evidence: AM=0.782, cue attribution ratio=0.218, top attributed tokens=[[""boy"", 0.3267101028157369], [""girl"", 0.24127587815697144], [""helping"", 0.21769025194160793], [""the"", 0.13034559881388746], [""is"", 0.08397816827179622]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.968. Explanation-Validated Failure Score EVFS=0.025. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.78, CS=0.97; top tokens: boy:0.33, girl:0.24, helping:0.22, the:0.13, is:0.08.",,,,,
A2,X-CheckList,mnli_lex_0001,mnli,bert,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,ENTAILMENT,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.78, CS=0.97; top tokens: boy:0.33, girl:0.24, helping:0.22, the:0.13, is:0.08.","X-CheckList report: Dataset: mnli. Model: bert. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. Attribution evidence: AM=0.782, cue attribution ratio=0.218, top attributed tokens=[[""boy"", 0.3267101028157369], [""girl"", 0.24127587815697144], [""helping"", 0.21769025194160793], [""the"", 0.13034559881388746], [""is"", 0.08397816827179622]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.968. Explanation-Validated Failure Score EVFS=0.025. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.78, CS=0.97; top tokens: boy:0.33, girl:0.24, helping:0.22, the:0.13, is:0.08.",,,,,
A1,Standard CheckList,mnli_lex_0001,mnli,bert,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_lex_0001,mnli,bert,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_lex_0001,mnli,bert,lexical_overlap,The boy is helping the girl. [SEP] The girl is helping the boy.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: bert. Capability: lexical_overlap. Relation: directional. Input: The boy is helping the girl. [SEP] The girl is helping the boy.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.782; cue attribution ratio=0.218. Top attributed tokens: [[""boy"", 0.3267101028157369], [""girl"", 0.24127587815697144], [""helping"", 0.21769025194160793], [""the"", 0.13034559881388746], [""is"", 0.08397816827179622]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
