sentence,label,idx,dataset,task,text,premise,hypothesis,question1,question2,sentence1,sentence2
,2,4682.0,mnli,nli,,Who are these sons of eggs?,I know exactly who these sons of eggs are.,,,,
,1,6289.0,mnli,nli,,"They won't be killing off George Clooney's character at ER like they did to Jimmy Smits at NYPD . Instead, Dr. Doug Ross is being forced out over the next two episodes because the maverick heartthrob gives an unauthorized painkiller to a terminally ill boy (Thursday, 10 p.m.).",George Clooney's character will give an unauthorized painkiller to his patient in episode 7. ,,,,
,0,7374.0,mnli,nli,,I'm confused.,Not all of it is very clear to me.,,,,
,2,5741.0,mnli,nli,,This is a powerful and evocative museum.,The last thing you'd say about the museum is that it's evocative.,,,,
,0,590.0,mnli,nli,,"The Fray's reputation as a home for hostile, rude, and mean-spirited exchanges suffered a severe beating at the hands of the Reading thread, which was so civilized that participants suggested taking insulin shots afterward.","The Fray is known as a hostile, rude, and mean place.",,,,
,0,8582.0,mnli,nli,,SSA is also seeking statutory authority for additional tools to recover current overpayments.,SSA wants the authority to recover overpayments.,,,,
,2,4580.0,mnli,nli,,He's chosen Meg Ryan.,Jon Doe was chosen.,,,,
,1,7737.0,mnli,nli,,but uh these guys were actually on the road uh two thousand miles from from home when they had to file their uh their final exams and send them in,These men were driving in a blue Cadillac when they filed their final exams.,,,,
,0,5550.0,mnli,nli,,"To some critics, the mystery isn't, as Harris suggests, how women throughout history have exploited their sexual power over men, but how pimps like him have come away with the profit.",Harris suggests that it's a mystery how women have exploited men with their sexual power.,,,,
,0,6414.0,mnli,nli,,He was crying like his mother had just walloped him.,He cried like his mom hit him.,,,,
,2,4368.0,mnli,nli,,"4 million, or about 8 percent of total expenditures for the two programs).",about 2 million is equal to 8 percent of expenditures.,,,,
,0,4985.0,mnli,nli,,"In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.",There is no recording of the time for callers.,,,,
,2,623.0,mnli,nli,,"What you say about Lawrence is a great surprise to me, I said. ",I knew that about Lawrence all along.,,,,
,0,6773.0,mnli,nli,,Gore has been Clinton's lackey for more than six years.,Gore has been with Clinton for six years.,,,,
,0,5952.0,mnli,nli,,are you originally from uh Texas,Are you from Texas?,,,,
,0,388.0,mnli,nli,,"But employers are still driving, and that's all that counts.","Employers have continued to operate motor vehicles, and that's all that matters.",,,,
,2,2045.0,mnli,nli,,"Moreover, these excise taxes, like other taxes, are determined through the exercise of the power of the Government to compel payment.",Excise taxes are an exception to the general rule and are actually decided on the basis of GDP share.,,,,
,0,9780.0,mnli,nli,,"The stuff was strong, but somewhat brittle.","It was strong, yet brittle.",,,,
,1,6627.0,mnli,nli,,"In research designs based on statistical inference, the criterion for establishing casuality is whether the findings are likely to have occurred by chance following appropriate comparisons to eliminate alternative interpretations.",Research designs may be based on statistical inference in different organizations. ,,,,
,1,360.0,mnli,nli,,"After the purge of foreigners, only a few stayed on, strictly confined to Dejima Island in Nagasaki Bay.",A few foreigners were confined to Dejima Island because they were dangerous.,,,,
,2,4772.0,mnli,nli,,"But the door was locked?"" These exclamations burst from us disjointedly. ","""The door was unlocked!"", we all exclaimed coherently.",,,,
,2,2236.0,mnli,nli,,AC Green's pretty good,AC Green's a horrible player.,,,,
,1,3375.0,mnli,nli,,Jon walked back to the town to the smithy.,Jon traveled back to his hometown.,,,,
,0,5058.0,mnli,nli,,right well the warmth that developed between them and again it i think was a picture of relationships,There was a mutual feeling in their relationship.,,,,
,2,457.0,mnli,nli,,At the top of the hill is the imposing medieval fortress of Kadifekale.,The church Kadifekale is located at the bottom of the hill.,,,,
,2,9715.0,mnli,nli,,Outside the cathedral you will find a statue of John Knox with Bible in hand.,John Knox has faded into obscurity with no memorials made for him.,,,,
,2,1576.0,mnli,nli,,"Why, when I was your age, I already had....""  Dave wasn't listening any longer.",Dave was paying the speaker lots of attention.,,,,
,2,6389.0,mnli,nli,,Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.,NBA commissioner said NBA opens more possibilities than other jobs,,,,
,2,5762.0,mnli,nli,,Mallorca prospered.,Mallorca suffered.,,,,
,2,304.0,mnli,nli,,"aChange in personal saving depends on how much of the $4,000 IRA contribution represents new saving.",The IRA contributes nothing to saving,,,,
,1,5192.0,mnli,nli,,no i i just painted,I just painted a huge mural depicting a tiger empaling a small dog. ,,,,
,1,3639.0,mnli,nli,,hm oh is oh that's great uh-huh do you get the full benefits,"That's great for you, but not for anyone else. ",,,,
,1,6580.0,mnli,nli,,ooh that does get high yeah i mean,That does get high because you want so many different extras.,,,,
,2,568.0,mnli,nli,,"(For more information on BLM's senior executive performance plans, see app.",BLM's performance plans are secret.,,,,
,2,2758.0,mnli,nli,,"From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.",Agency officials need to identify the components that failed them.,,,,
,0,567.0,mnli,nli,,"Suddenly she started, and her face blanched.","She moved swiftly, her face pale.",,,,
,1,8318.0,mnli,nli,,you know your children are going you know you've got five children in school instead of somebody that only has one or none and so you they're paying more income tax to pay for your children to go to school it just you know doesn't make sense,The income tax laws need to be changed to make them fair.,,,,
,2,2588.0,mnli,nli,,uh-huh uh-huh uh-huh yeah well that's really neat,That's awful.,,,,
,1,6688.0,mnli,nli,,and to have children and just get a day care or someone to take care of it and not really have the bonding process that takes place with babies and stuff you know,The day care is perfect for the children.,,,,
,0,3666.0,mnli,nli,,Ricky Martin was filming his triumphant return to the gay porn industry.,Ricky Martin is in gay porn.,,,,
,2,3502.0,mnli,nli,,Don't miss the open-air market close by the wharves.,The open air market is not a great place to see.,,,,
,0,908.0,mnli,nli,,"In this moment of American triumphalism, it's hard to resist the temptation to rewrite recent history as the narrative of America's self-reliant, inevitable rise, and to see the future as the story of America's continued ascent into the higher reaches of the New Economy.",This is a moment of American triumphalism.,,,,
,2,2406.0,mnli,nli,,"David Cope, a professor of music at the University of California at Santa Cruz, claims to have created a 42 nd Mozart symphony.",Professor of Music David Cope claims to have written a 43rd Mozart Symphony.,,,,
,2,4060.0,mnli,nli,,"At the end of the Wars of Spanish, Austrian, and Polish Succession, the Austrians had taken over northern Italy from the Spanish.","The Wars of Spanish, Austrian, and Polish Succession resulted in norther Italy being controlled by the Spanish.",,,,
,1,8861.0,mnli,nli,,Other Major Museums,Many huge museums can be found in the country.,,,,
,1,6916.0,mnli,nli,,"Each edition of the DSM is the product of arguments, negotiations, and compromises.",The new addition of NPD in DSM came with a lot of arguments.,,,,
,2,5427.0,mnli,nli,,you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,,,,
,2,3353.0,mnli,nli,,farmworkers conducted by the U.S.,"Trying to find out how to fuel the rocket, the US employed the brightest farmworkers in the field.",,,,
,0,8607.0,mnli,nli,,Transforming Control of Public Health Programs Raises Concerns (,The change of public health programs concerns people.,,,,
,1,576.0,mnli,nli,,They did this to us.,The practical joke was played on them.,,,,
,0,3181.0,mnli,nli,,Egg cattle merry wedged marvelous,The cattle were merry.,,,,
,1,3205.0,mnli,nli,,There are certain categories of control activities that are common to all agencies.,Control activities such as safe business practices are universally common across all agencies.,,,,
,1,263.0,mnli,nli,,"Others love to see it in the middle of the heaviest monsoon, its marble translucent, its image blurred in the rain-stippled water channels of its gardens.",It is especially beautiful during the monsoon season.,,,,
,2,1793.0,mnli,nli,,He caught his breath.,His breath would not come.,,,,
,1,1339.0,mnli,nli,,"He looks so awfully tired and bored, and yet you feel that underneath he's just like steel, all keen 38 and flashing.",He looks like he needs two days of sleep.,,,,
,2,1606.0,mnli,nli,,"For instance, one state government CIO attributed his success to his breadth of experience across a variety of financial, retail, and IT units, which facilitates his ability to",There was not a single state where it was successful.,,,,
